Number,Neighborhood,Per Capita Income - BRL,IDH-L,IDH-E,IDH-R,IDH,Address,location,point,latitude,longitude,altitude,Zones
125,Pavuna,286.0,73.8,91.5,71.7,79.0,"Pavuna, Rio de Janeiro, Brazil","Pavuna, Zona Norte do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil","(-22.8121927, -43.3592811, 0.0)",-22.8121927,-43.3592811,0.0,North
126,Anchieta,278.0,73.2,92.0,71.2,78.8,"Anchieta, Rio de Janeiro, Brazil","Anchieta, Zona Norte do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil","(-22.8231903, -43.3991069, 0.0)",-22.8231903,-43.3991069,0.0,North
127,Santíssimo,256.0,73.9,90.3,69.8,78.0,"Santíssimo, Rio de Janeiro, Brazil","Santíssimo, Zona Oeste do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil","(-22.8751928, -43.5198512, 0.0)",-22.8751928,-43.5198512,0.0,West
128,Galeão,300.0,71.3,89.5,72.5,77.8,"Galeão, Rio de Janeiro, Brazil","Galeão, Zona Norte do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil","(-22.8075065, -43.2355215, 0.0)",-22.8075065,-43.2355215,0.0,North
129, Cidade Universitária,300.0,71.3,89.5,72.5,77.8," Cidade Universitária, Rio de Janeiro, Brazil","Cidade Universitária, Zona Norte do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil","(-22.8558233, -43.2309583, 0.0)",-22.8558233,-43.2309583,0.0,North
130,Vicente de Carvalho,296.0,70.89999999999999,88.7,72.3,77.3,"Vicente de Carvalho, Rio de Janeiro, Brazil","Vicente de Carvalho, Zona Norte do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil","(-22.8571804, -43.3157892, 0.0)",-22.8571804,-43.3157892,0.0,North
131,Jacarepaguá,331.0,70.89999999999999,85.8,74.2,76.9,"Jacarepaguá, Rio de Janeiro, Brazil","Jacarepaguá, Zona Oeste do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil","(-22.9665038, -43.3713193, 0.0)",-22.9665038,-43.3713193,0.0,West
132,Senador Camará,251.0,70.7,90.3,69.5,76.8,"Senador Camará, Rio de Janeiro, Brazil","Senador Camará, Zona Oeste do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 21840-700, Brasil","(-22.8983985, -43.4891571, 0.0)",-22.8983985,-43.4891571,0.0,West
133,Gardênia Azul,274.0,71.3,88.0,71.0,76.8,"Gardênia Azul, Rio de Janeiro, Brazil","Gardênia Azul, Zona Oeste do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 22765-451, Brasil","(-22.9582866, -43.3512241, 0.0)",-22.9582866,-43.3512241,0.0,West
134,Vigário Geral,296.0,69.39999999999999,87.3,72.3,76.3,"Vigário Geral, Rio de Janeiro, Brazil","Vigário Geral, Zona Norte do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil","(-22.8095333, -43.3097039, 0.0)",-22.8095333,-43.3097039,0.0,North
135,Colégio,262.0,70.6,87.8,70.3,76.2,"Colégio, Rio de Janeiro, Brazil","Colégio, Zona Norte do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 21540-501, Brasil","(-22.83979, -43.3357623, 0.0)",-22.83979,-43.3357623,0.0,North
136,Sepetiba,264.0,68.8,89.0,70.39999999999999,76.1,"Sepetiba, Rio de Janeiro, Brazil","Sepetiba, Zona Oeste do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 23530800, Brasil","(-22.9679803, -43.6940872, 0.0)",-22.9679803,-43.6940872,0.0,West
137,Cosmos,205.0,70.89999999999999,90.60000000000001,66.2,75.9,"Cosmos, Rio de Janeiro, Brazil","Cosmos, Zona Oeste do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil","(-22.9078051, -43.6144915, 0.0)",-22.9078051,-43.6144915,0.0,West
138,Caju,236.0,73.2,84.3,68.5,75.3,"Caju, Rio de Janeiro, Brazil","Caju, Zona Central do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil","(-22.8803063, -43.2214936, 0.0)",-22.8803063,-43.2214936,0.0,Downtown
139,Paciência,203.0,69.39999999999999,89.9,66.0,75.1,"Paciência, Rio de Janeiro, Brazil","Paciência, Zona Oeste do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil","(-22.8987, -43.6369556, 0.0)",-22.8987,-43.6369556,0.0,West
140,Cidade de Deus,207.0,69.39999999999999,89.4,66.3,75.1,"Cidade de Deus, Rio de Janeiro, Brazil","Cidade de Deus, Zona Oeste do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil","(-22.94803, -43.362903, 0.0)",-22.94803,-43.362903,0.0,West
141,Barros Filho,198.0,69.39999999999999,89.8,65.60000000000001,75.0,"Barros Filho, Rio de Janeiro, Brazil","Barros Filho, Zona Norte do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 21515090, Brasil","(-22.8348857, -43.3631878, 0.0)",-22.8348857,-43.3631878,0.0,North
142,Inhoaíba,207.0,68.30000000000001,89.5,66.3,74.7,"Inhoaíba, Rio de Janeiro, Brazil","Inhoaíba, Zona Oeste do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil","(-22.9131775, -43.5932975, 0.0)",-22.9131775,-43.5932975,0.0,West
143,Camorim,279.0,68.8,83.6,71.3,74.6,"Camorim, Rio de Janeiro, Brazil","Camorim, Zona Oeste do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil","(-22.9711394, -43.4311836, 0.0)",-22.9711394,-43.4311836,0.0,West
144, Vargem Pequena,279.0,68.8,83.6,71.3,74.6," Vargem Pequena, Rio de Janeiro, Brazil","Vargem Pequena, Zona Oeste do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil","(-22.9818187, -43.4578117, 0.0)",-22.9818187,-43.4578117,0.0,West
145, Vargem Grande,279.0,68.8,83.6,71.3,74.6," Vargem Grande, Rio de Janeiro, Brazil","Vargem Grande, Zona Oeste do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil","(-22.9707911, -43.4968914, 0.0)",-22.9707911,-43.4968914,0.0,West
146,Parada de Lucas,220.0,67.2,89.0,67.30000000000001,74.5,"Parada de Lucas, Rio de Janeiro, Brazil","Parada de Lucas, Zona Norte do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 21250-371, Brasil","(-22.8167023, -43.3012102, 0.0)",-22.8167023,-43.3012102,0.0,North
147,Guaratiba,234.0,69.39999999999999,85.3,68.4,74.4,"Guaratiba, Rio de Janeiro, Brazil","Guaratiba, Zona Oeste do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil","(-22.9905839, -43.584923, 0.0)",-22.9905839,-43.584923,0.0,West
148, Barra de Guaratiba,234.0,69.39999999999999,85.3,68.4,74.4," Barra de Guaratiba, Rio de Janeiro, Brazil","Barra de Guaratiba, Zona Oeste do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil","(-23.0360036, -43.5521395, 0.0)",-23.0360036,-43.5521395,0.0,West
149, Pedra de Guaratiba,234.0,69.39999999999999,85.3,68.4,74.4," Pedra de Guaratiba, Rio de Janeiro, Brazil","Pedra de Guaratiba, Zona Oeste do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil","(-22.9983546, -43.6388666, 0.0)",-22.9983546,-43.6388666,0.0,West
150,Santa Cruz,206.0,67.5,88.7,66.2,74.2,"Santa Cruz, Rio de Janeiro, Brazil","Santa Cruz, Zona Oeste do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil","(-22.9176248, -43.6834907, 0.0)",-22.9176248,-43.6834907,0.0,West
151,Rocinha,219.0,70.6,81.8,67.30000000000001,73.2,"Rocinha, Rio de Janeiro, Brazil","Rocinha, Zona Sul do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil","(-22.9885204, -43.2482058, 0.0)",-22.9885204,-43.2482058,0.0,South
152,Jacarezinho,177.0,68.8,86.7,63.800000000000004,73.1,"Jacarezinho, Rio de Janeiro, Brazil","Jacarezinho, Zona Norte do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 20973-011, Brasil","(-22.8875068, -43.2578789, 0.0)",-22.8875068,-43.2578789,0.0,North
153,Manguinhos,188.0,68.8,84.2,64.8,72.6,"Manguinhos, Rio de Janeiro, Brazil","Manguinhos, Rua Leopoldo Bulhões, Parque João Goulart, Manguinhos, Zona Norte do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 21040-360, Brasil","(-22.8796755, -43.2508881, 0.0)",-22.8796755,-43.2508881,0.0,North
154,Maré,187.0,69.3,82.6,64.60000000000001,72.2,"Maré, Rio de Janeiro, Brazil","Maré, Zona Norte do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil","(-22.8592368, -43.2425729, 0.0)",-22.8592368,-43.2425729,0.0,North
155,Acari,174.0,64.9,87.6,63.4,72.0,"Acari, Rio de Janeiro, Brazil","Acari, Zona Norte do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 21531-010, Brasil","(-22.8221528, -43.3406743, 0.0)",-22.8221528,-43.3406743,0.0,North
156, Parque Colúmbia,174.0,64.9,87.6,63.4,72.0," Parque Colúmbia, Rio de Janeiro, Brazil","Parque Colúmbia, Zona Norte do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil","(-22.8138907, -43.3424983, 0.0)",-22.8138907,-43.3424983,0.0,North
157,Costa Barros,175.0,64.9,85.6,63.5,71.3,"Costa Barros, Rio de Janeiro, Brazil","Costa Barros, Zona Norte do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil","(-22.8246995, -43.3698395, 0.0)",-22.8246995,-43.3698395,0.0,North
158,Complexo do Alemão,177.0,66.3,83.39999999999999,63.7,70.0,"Complexo do Alemão, Rio de Janeiro, Brazil","Complexo do Alemão, Zona Norte do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil","(-22.8606097, -43.2737506, 0.0)",-22.8606097,-43.2737506,0.0,North
